@relation vastardisTest

@attribute Temperature numeric
@attribute Humidity numeric
@attribute PeopleInHouse numeric
%@attribute TotalElectricity numeric
%@attribute TotalGas numeric
%@attribute Time date "HH:mm:ss"
@attribute Day numeric {0, 1, 2, 3, 4, 5, 6}
@attribute Month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute class {TurnOn(), TurnOff(), DoNothing()}

@data
17.603815, 55.141653, 0, 0, 0,  DoNothing()
20.227001, 45.926203, 0, 0, 0,  DoNothing()
15.774873, 46.281759, 0, 0, 0,  DoNothing()
16.185093, 45.682455, 0, 0, 0,  DoNothing()
17.161750, 46.009494, 0, 0, 0,  DoNothing()
16.973926, 43.981253, 0, 0, 0,  DoNothing()
20.128538, 56.614317, 0, 0, 0,  DoNothing()
15.066106, 56.303576, 0, 0, 0,  DoNothing()
18.257523, 55.311183, 0, 1, 0,  DoNothing()
23.392328, 43.449598, 0, 1, 0,  DoNothing()
18.877004, 59.783975, 0, 1, 0,  DoNothing()
18.375274, 49.246924, 0, 1, 0,  DoNothing()
16.859786, 53.555255, 0, 1, 0,  DoNothing()
23.648591, 51.742307, 0, 1, 0,  DoNothing()
22.259859, 45.676644, 0, 1, 0,  DoNothing()
17.803523, 44.528859, 0, 1, 0,  DoNothing()
21.415748, 53.580226, 0, 1, 0,  DoNothing()
17.631647, 49.314981, 0, 1, 0,  DoNothing()
17.968693, 57.325723, 0, 1, 0,  DoNothing()
19.864287, 44.861192, 0, 1, 0,  DoNothing()
15.680343, 58.490864, 0, 1, 0,  DoNothing()
12.844091, 41.015433, 0, 1, 0,  DoNothing()
16.424638, 49.224921, 0, 1, 0,  DoNothing()
17.872087, 55.925203, 0, 1, 0,  DoNothing()
19.232505, 40.010886, 0, 1, 0,  DoNothing()
21.590836, 57.382850, 0, 1, 0,  DoNothing()
18.751847, 57.682074, 0, 1, 0,  DoNothing()
18.235221, 49.725984, 0, 1, 0,  DoNothing()
18.825407, 38.695836, 0, 1, 0,  DoNothing()
18.433390, 54.658176, 0, 1, 0,  DoNothing()
18.858310, 48.413198, 0, 1, 0,  DoNothing()
15.561890, 47.531396, 0, 1, 0,  DoNothing()
17.139781, 46.700951, 0, 1, 0,  DoNothing()
16.121867, 50.227560, 0, 1, 0,  DoNothing()
22.609058, 44.987592, 0, 1, 0,  DoNothing()
18.291151, 51.078386, 0, 1, 0,  DoNothing()
17.258167, 52.312371, 0, 1, 0,  DoNothing()
16.911996, 37.596905, 0, 1, 0,  DoNothing()
18.540332, 47.505867, 0, 1, 0,  DoNothing()
15.622161, 43.337701, 0, 1, 0,  DoNothing()
16.514999, 50.715847, 0, 1, 0,  DoNothing()
17.569681, 54.927442, 0, 1, 0,  DoNothing()
21.089345, 49.253823, 0, 1, 0,  DoNothing()
15.136172, 57.227883, 0, 1, 0,  DoNothing()
20.343376, 49.012150, 0, 1, 0,  DoNothing()
16.055308, 46.886465, 0, 1, 0,  DoNothing()
15.925031, 50.620680, 0, 1, 0,  DoNothing()
20.860262, 49.625917, 0, 1, 0,  DoNothing()
18.978894, 49.679218, 0, 1, 0,  DoNothing()
18.858515, 53.135659, 0, 1, 0,  DoNothing()
15.000351, 57.366676, 0, 1, 0,  DoNothing()
15.243489, 50.162612, 0, 1, 0,  DoNothing()
16.695254, 40.528842, 0, 1, 0,  DoNothing()
14.032979, 52.892297, 0, 1, 0,  DoNothing()
17.351825, 59.432436, 0, 1, 0,  DoNothing()
16.737454, 50.962447, 0, 1, 0,  DoNothing()
23.585281, 44.245435, 0, 1, 0,  DoNothing()
17.642087, 43.510854, 0, 1, 0,  DoNothing()
19.777073, 43.889874, 0, 1, 0,  DoNothing()
18.967470, 54.660685, 0, 1, 0,  DoNothing()
18.625367, 56.229280, 0, 1, 0,  DoNothing()
18.670963, 54.125037, 0, 1, 0,  DoNothing()
17.194191, 52.392805, 0, 1, 0,  DoNothing()
16.864771, 52.827646, 0, 1, 0,  DoNothing()
18.631648, 49.656264, 0, 1, 0,  DoNothing()
18.549561, 41.529828, 0, 1, 0,  DoNothing()
16.942375, 45.418754, 0, 1, 0,  DoNothing()
20.436559, 44.658432, 0, 1, 0,  DoNothing()
21.568565, 55.805346, 0, 2, 0,  DoNothing()
18.375692, 48.721217, 0, 2, 0,  DoNothing()
18.270175, 57.307723, 0, 2, 0,  DoNothing()
16.437906, 49.618913, 0, 2, 0,  DoNothing()
18.604565, 41.677365, 0, 2, 0,  DoNothing()
18.162169, 54.233344, 0, 2, 0,  DoNothing()
19.685746, 51.742528, 0, 2, 0,  DoNothing()
20.196923, 50.398024, 0, 2, 0,  DoNothing()
19.759112, 57.761686, 0, 2, 0,  DoNothing()
16.725083, 50.905202, 0, 2, 0,  DoNothing()
22.069760, 44.767313, 0, 2, 0,  DoNothing()
15.971506, 54.444426, 0, 2, 0,  DoNothing()
13.298455, 57.255455, 0, 2, 0,  DoNothing()
18.767559, 59.026082, 0, 2, 0,  DoNothing()
14.845153, 54.716986, 0, 2, 0,  DoNothing()
15.662611, 53.132897, 0, 2, 0,  DoNothing()
15.608605, 55.007001, 0, 2, 0,  DoNothing()
16.977351, 56.319454, 0, 2, 0,  DoNothing()
16.020165, 45.485795, 0, 2, 0,  DoNothing()
19.020490, 39.662813, 0, 2, 0,  DoNothing()
15.628500, 44.153150, 0, 2, 0,  DoNothing()
17.106756, 47.540685, 0, 2, 0,  DoNothing()
16.072778, 46.895042, 0, 2, 0,  DoNothing()
17.747669, 48.148515, 0, 2, 0,  DoNothing()
20.118582, 50.839489, 0, 2, 0,  DoNothing()
15.717810, 42.106371, 0, 2, 0,  DoNothing()
17.990969, 65.019216, 0, 2, 0,  DoNothing()
15.786269, 41.302472, 0, 2, 0,  DoNothing()
18.258974, 49.808673, 0, 2, 0,  DoNothing()
17.544708, 55.843267, 0, 2, 0,  DoNothing()
21.772230, 48.253588, 0, 2, 0,  DoNothing()
18.483255, 58.063049, 0, 2, 0,  DoNothing()
22.847618, 56.368932, 0, 2, 0,  DoNothing()
19.539883, 57.038161, 0, 2, 0,  DoNothing()
20.268724, 49.266678, 0, 2, 0,  DoNothing()
17.055574, 51.272918, 0, 2, 0,  DoNothing()
16.356333, 42.471624, 0, 2, 0,  DoNothing()
16.751497, 39.999966, 0, 2, 0,  DoNothing()
19.979599, 54.184142, 0, 2, 0,  DoNothing()
14.969128, 40.417782, 0, 2, 0,  DoNothing()
16.562498, 41.083015, 0, 2, 0,  DoNothing()
20.327815, 47.427882, 0, 2, 0,  DoNothing()
17.332831, 53.466085, 0, 2, 0,  DoNothing()
22.392632, 59.925576, 0, 2, 0,  DoNothing()
21.935684, 39.111101, 0, 2, 0,  DoNothing()
17.869028, 57.676107, 0, 2, 0,  DoNothing()
16.953653, 40.287885, 0, 2, 0,  DoNothing()
18.963519, 42.822513, 0, 2, 0,  DoNothing()
18.153830, 52.527309, 0, 2, 0,  DoNothing()
21.575793, 57.258929, 0, 2, 0,  DoNothing()
20.927107, 49.364534, 0, 2, 0,  DoNothing()
16.094946, 53.312840, 0, 2, 0,  DoNothing()
19.021429, 51.023995, 0, 2, 0,  DoNothing()
18.754596, 51.420380, 0, 2, 0,  DoNothing()
19.587028, 55.955663, 3, 3, 0,  TurnOn()
18.958831, 67.040275, 3, 3, 0,  TurnOn()
16.925700, 48.136711, 0, 3, 0,  DoNothing()
16.737214, 52.882760, 0, 3, 0,  DoNothing()
18.551849, 61.459340, 0, 3, 0,  DoNothing()
20.447202, 48.276200, 0, 3, 0,  DoNothing()
17.289399, 53.091539, 0, 3, 0,  DoNothing()
18.733428, 51.828161, 0, 3, 0,  DoNothing()
17.403591, 48.028766, 0, 3, 0,  DoNothing()
15.857044, 59.562486, 0, 3, 0,  DoNothing()
16.089653, 52.537243, 0, 3, 0,  DoNothing()
18.369050, 52.022936, 0, 3, 0,  DoNothing()
18.681948, 48.665514, 0, 3, 0,  DoNothing()
16.404051, 50.048327, 0, 3, 0,  DoNothing()
20.298441, 49.119350, 0, 3, 0,  DoNothing()
18.407884, 47.005037, 0, 3, 0,  DoNothing()
15.856953, 53.365087, 0, 3, 0,  DoNothing()
19.397825, 44.330895, 0, 3, 0,  DoNothing()
17.946906, 52.918726, 0, 3, 0,  DoNothing()
17.006295, 57.522158, 0, 3, 0,  DoNothing()
16.245314, 57.457002, 0, 3, 0,  DoNothing()
18.131666, 46.889828, 0, 3, 0,  DoNothing()
17.203685, 42.262755, 0, 3, 0,  DoNothing()
20.595277, 46.074658, 0, 3, 0,  DoNothing()
19.310836, 49.739474, 0, 3, 0,  DoNothing()
19.289197, 51.499221, 0, 3, 0,  DoNothing()
23.101719, 50.065718, 0, 3, 0,  DoNothing()
14.748055, 56.529606, 0, 3, 0,  DoNothing()
17.487501, 45.458759, 0, 3, 0,  DoNothing()
19.436830, 54.214563, 0, 3, 0,  DoNothing()
16.779317, 52.949494, 0, 3, 0,  DoNothing()
18.003169, 48.618570, 0, 3, 0,  DoNothing()
17.355499, 54.796885, 0, 3, 0,  DoNothing()
19.313806, 47.607963, 0, 3, 0,  DoNothing()
16.003627, 46.430889, 0, 3, 0,  DoNothing()
12.047342, 45.453141, 0, 3, 0,  DoNothing()
17.248784, 59.203643, 0, 3, 0,  DoNothing()
17.802048, 54.162853, 0, 3, 0,  DoNothing()
19.532299, 46.050804, 0, 3, 0,  DoNothing()
12.114587, 40.416320, 0, 3, 0,  DoNothing()
16.959352, 50.562111, 0, 3, 0,  DoNothing()
20.143523, 56.865943, 0, 3, 0,  DoNothing()
16.922446, 44.528017, 0, 3, 0,  DoNothing()
18.068143, 50.190420, 0, 3, 0,  DoNothing()
22.033646, 57.125602, 0, 3, 0,  DoNothing()
19.563731, 44.854418, 0, 3, 0,  DoNothing()
18.295904, 53.879959, 0, 3, 0,  DoNothing()
14.984967, 47.142201, 0, 3, 0,  DoNothing()
18.582225, 55.694592, 0, 3, 0,  DoNothing()
17.755866, 45.622860, 0, 3, 0,  DoNothing()
17.741384, 50.829283, 0, 3, 0,  DoNothing()
17.067841, 55.437161, 0, 3, 0,  DoNothing()
19.823145, 55.465199, 0, 3, 0,  DoNothing()
17.042623, 51.503519, 0, 3, 0,  DoNothing()
16.241179, 52.301111, 0, 3, 0,  DoNothing()
17.678454, 41.761023, 0, 3, 0,  DoNothing()
18.595763, 47.668434, 0, 3, 0,  DoNothing()
19.586116, 52.665133, 0, 3, 0,  DoNothing()
18.740960, 55.023558, 0, 3, 0,  DoNothing()
14.734403, 49.156802, 0, 3, 0,  DoNothing()
17.410749, 46.257946, 0, 3, 0,  DoNothing()
17.604141, 50.655991, 0, 3, 0,  DoNothing()
20.392492, 57.000462, 2, 4, 0,  TurnOn()
18.458858, 59.596012, 0, 4, 0,  DoNothing()
21.488587, 53.522805, 0, 4, 0,  DoNothing()
20.206620, 43.670947, 0, 4, 0,  DoNothing()
15.934494, 48.385125, 0, 4, 0,  DoNothing()
19.802992, 60.619673, 0, 4, 0,  DoNothing()
18.435057, 59.532491, 0, 4, 0,  DoNothing()
17.934400, 50.821625, 0, 4, 0,  DoNothing()
17.887279, 39.493138, 0, 4, 0,  DoNothing()
18.302789, 46.422437, 0, 4, 0,  DoNothing()
18.726135, 45.786358, 0, 4, 0,  DoNothing()
15.272240, 54.793396, 0, 4, 0,  DoNothing()
14.486962, 49.231892, 0, 4, 0,  DoNothing()
20.600053, 45.603432, 0, 4, 0,  DoNothing()
18.911312, 51.665070, 0, 4, 0,  DoNothing()
18.429158, 44.977058, 0, 4, 0,  DoNothing()
19.191311, 51.881214, 0, 4, 0,  DoNothing()
19.853109, 53.918796, 0, 4, 0,  DoNothing()
15.629531, 52.822133, 0, 4, 0,  DoNothing()
18.404989, 50.541584, 0, 4, 0,  DoNothing()
19.884315, 48.850093, 0, 4, 0,  DoNothing()
19.217285, 60.394938, 0, 4, 0,  DoNothing()
17.646028, 39.896531, 0, 4, 0,  DoNothing()
16.496422, 57.760839, 0, 4, 0,  DoNothing()
19.366781, 56.972492, 0, 4, 0,  DoNothing()
18.778904, 52.698064, 0, 4, 0,  DoNothing()
18.851995, 61.102772, 0, 4, 0,  DoNothing()
21.726680, 47.610934, 0, 4, 0,  DoNothing()
20.957394, 50.076106, 0, 4, 0,  DoNothing()
17.547592, 49.343931, 0, 4, 0,  DoNothing()
18.111693, 51.502477, 0, 4, 0,  DoNothing()
19.941291, 41.411915, 0, 4, 0,  DoNothing()
14.787574, 52.900349, 0, 4, 0,  DoNothing()
18.481837, 47.524737, 0, 4, 0,  DoNothing()
19.688075, 38.467669, 0, 4, 0,  DoNothing()
21.497240, 46.172546, 0, 4, 0,  DoNothing()
19.975275, 47.152246, 0, 4, 0,  DoNothing()
15.961229, 47.105937, 0, 4, 0,  DoNothing()
18.579660, 49.157052, 0, 4, 0,  DoNothing()
15.829705, 49.165547, 0, 4, 0,  DoNothing()
17.882653, 54.930926, 0, 4, 0,  DoNothing()
19.780118, 47.746791, 0, 4, 0,  DoNothing()
19.527108, 51.927765, 0, 4, 0,  DoNothing()
16.625089, 58.864735, 0, 4, 0,  DoNothing()
14.046295, 46.078869, 0, 4, 0,  DoNothing()
18.242722, 58.562964, 0, 4, 0,  DoNothing()
18.845589, 49.546043, 0, 4, 0,  DoNothing()
15.729472, 48.425330, 0, 4, 0,  DoNothing()
22.240758, 45.942143, 0, 4, 0,  DoNothing()
20.611561, 46.240345, 0, 4, 0,  DoNothing()
21.609139, 55.735849, 0, 4, 0,  DoNothing()
18.885864, 52.046295, 0, 4, 0,  DoNothing()
20.049835, 47.686942, 0, 4, 0,  DoNothing()
15.059400, 47.804645, 0, 4, 0,  DoNothing()
16.761163, 41.004794, 0, 4, 0,  DoNothing()
14.231821, 50.755236, 0, 4, 0,  DoNothing()
20.169383, 47.061809, 0, 4, 0,  DoNothing()
15.311027, 52.357631, 0, 4, 0,  DoNothing()
15.116013, 56.021618, 0, 4, 0,  DoNothing()
20.282555, 47.838164, 0, 4, 0,  DoNothing()
17.964689, 50.114684, 0, 4, 0,  DoNothing()
22.146484, 43.118003, 0, 4, 0,  DoNothing()
16.044149, 43.181505, 0, 4, 0,  DoNothing()
13.774182, 51.532370, 0, 4, 0,  DoNothing()
26.182399, 67.645059, 2, 5, 0,  TurnOn()
15.787602, 49.144684, 0, 5, 0,  DoNothing()
17.136848, 46.677250, 0, 5, 0,  DoNothing()
17.953665, 50.637085, 0, 5, 0,  DoNothing()
13.551537, 58.312004, 0, 5, 0,  DoNothing()
21.158884, 49.338038, 0, 5, 0,  DoNothing()
20.491485, 56.208259, 0, 5, 0,  DoNothing()
19.643991, 41.350577, 0, 5, 0,  DoNothing()
17.720469, 48.766583, 0, 5, 0,  DoNothing()
16.122984, 46.532846, 0, 5, 0,  DoNothing()
19.038702, 51.971999, 0, 5, 0,  DoNothing()
15.480062, 56.627838, 0, 5, 0,  DoNothing()
16.762253, 58.412799, 0, 5, 0,  DoNothing()
19.294285, 56.579638, 0, 5, 0,  DoNothing()
19.844739, 51.824178, 0, 5, 0,  DoNothing()
17.824703, 44.896839, 0, 5, 0,  DoNothing()
12.383569, 49.087018, 0, 5, 0,  DoNothing()
18.917626, 48.386540, 0, 5, 0,  DoNothing()
18.475636, 62.880153, 0, 5, 0,  DoNothing()
17.167221, 55.188168, 0, 5, 0,  DoNothing()
17.407035, 44.891700, 0, 5, 0,  DoNothing()
20.292788, 51.572000, 0, 5, 0,  DoNothing()
23.853870, 54.738077, 0, 5, 0,  DoNothing()
15.902070, 48.257141, 0, 5, 0,  DoNothing()
16.844125, 50.922555, 0, 5, 0,  DoNothing()
16.914388, 45.693352, 0, 5, 0,  DoNothing()
19.884567, 51.581582, 0, 5, 0,  DoNothing()
16.732218, 45.672148, 0, 5, 0,  DoNothing()
18.111972, 47.103690, 0, 5, 0,  DoNothing()
17.201442, 52.349136, 0, 5, 0,  DoNothing()
15.967915, 43.120754, 0, 5, 0,  DoNothing()
16.333615, 53.761098, 0, 5, 0,  DoNothing()
17.340005, 52.101707, 0, 5, 0,  DoNothing()
19.222380, 49.680659, 0, 5, 0,  DoNothing()
22.054443, 56.540761, 0, 5, 0,  DoNothing()
19.697323, 46.461829, 0, 5, 0,  DoNothing()
19.227291, 51.476354, 0, 5, 0,  DoNothing()
17.197628, 46.789739, 0, 5, 0,  DoNothing()
19.371619, 56.381026, 0, 5, 0,  DoNothing()
16.540176, 52.172043, 0, 5, 0,  DoNothing()
19.985504, 43.731350, 0, 5, 0,  DoNothing()
20.065703, 50.885819, 0, 5, 0,  DoNothing()
17.419536, 48.268414, 0, 5, 0,  DoNothing()
16.982607, 54.406913, 0, 5, 0,  DoNothing()
17.680245, 58.424533, 0, 5, 0,  DoNothing()
16.164762, 55.289473, 0, 5, 0,  DoNothing()
19.114685, 55.426881, 0, 5, 0,  DoNothing()
18.287294, 43.685928, 0, 5, 0,  DoNothing()
16.829678, 50.748566, 0, 5, 0,  DoNothing()
20.609359, 52.644686, 0, 6, 0,  DoNothing()
17.485141, 50.268093, 0, 6, 0,  DoNothing()
13.768329, 59.796901, 0, 6, 0,  DoNothing()
18.903867, 47.320447, 0, 6, 0,  DoNothing()
19.001433, 40.919554, 0, 6, 0,  DoNothing()
18.745661, 47.177683, 0, 6, 0,  DoNothing()
18.651560, 56.437708, 0, 6, 0,  DoNothing()
20.496091, 41.725478, 0, 6, 0,  DoNothing()
21.153933, 50.108097, 0, 6, 0,  DoNothing()
18.459336, 53.974497, 0, 6, 0,  DoNothing()
19.379567, 49.936142, 0, 6, 0,  DoNothing()
17.151846, 48.771682, 0, 6, 0,  DoNothing()
18.319881, 48.904801, 0, 6, 0,  DoNothing()
19.483369, 52.428931, 0, 6, 0,  DoNothing()
23.341345, 63.294451, 0, 6, 0,  DoNothing()
15.901228, 62.524507, 0, 6, 0,  DoNothing()
18.871472, 60.178880, 0, 6, 0,  DoNothing()
16.000065, 55.505895, 0, 6, 0,  DoNothing()
19.053322, 49.080198, 0, 6, 0,  DoNothing()
15.253815, 48.839131, 0, 6, 0,  DoNothing()
17.571810, 60.963911, 0, 6, 0,  DoNothing()
20.891754, 43.045994, 0, 6, 0,  DoNothing()
16.043253, 48.931394, 0, 6, 0,  DoNothing()
19.178900, 45.846405, 0, 6, 0,  DoNothing()
18.222504, 49.109217, 0, 6, 0,  DoNothing()
17.142821, 58.065037, 0, 6, 0,  DoNothing()
16.885852, 42.257186, 0, 6, 0,  DoNothing()
18.293565, 50.709645, 0, 6, 0,  DoNothing()
15.960398, 48.864696, 0, 6, 0,  DoNothing()
17.024579, 58.450331, 0, 6, 0,  DoNothing()
19.699101, 51.857235, 0, 6, 0,  DoNothing()
15.726449, 55.678925, 0, 6, 0,  DoNothing()
14.165023, 57.032087, 0, 6, 0,  DoNothing()
16.477541, 47.979925, 0, 6, 0,  DoNothing()
19.161090, 42.721428, 0, 6, 0,  DoNothing()
19.194987, 47.721502, 0, 6, 0,  DoNothing()
14.611124, 53.277281, 0, 6, 0,  DoNothing()
19.687167, 46.954031, 0, 6, 0,  DoNothing()
18.194601, 57.114678, 0, 6, 0,  DoNothing()
16.674448, 44.210308, 0, 6, 0,  DoNothing()
17.269514, 53.555062, 0, 6, 0,  DoNothing()
16.538043, 44.057856, 0, 6, 0,  DoNothing()
20.088381, 46.939714, 0, 6, 0,  DoNothing()
19.418475, 51.041004, 0, 6, 0,  DoNothing()
18.024225, 43.007731, 0, 6, 0,  DoNothing()
18.243867, 41.736833, 0, 6, 0,  DoNothing()
17.593633, 48.685670, 0, 6, 0,  DoNothing()
17.747929, 47.536434, 0, 6, 0,  DoNothing()
17.565467, 53.000161, 0, 6, 0,  DoNothing()
14.553185, 53.432929, 0, 6, 0,  DoNothing()
18.633959, 54.891957, 0, 6, 0,  DoNothing()
17.015461, 42.081049, 0, 6, 0,  DoNothing()
15.994932, 50.630920, 0, 6, 0,  DoNothing()
24.007221, 43.221813, 0, 6, 0,  DoNothing()
17.642390, 49.490010, 0, 6, 0,  DoNothing()
18.366498, 48.070441, 0, 6, 0,  DoNothing()
15.956748, 47.253157, 0, 6, 0,  DoNothing()
16.576955, 34.097224, 0, 6, 0,  DoNothing()
17.010982, 51.628688, 0, 0, 1,  DoNothing()
15.579925, 45.550149, 0, 0, 1,  DoNothing()
15.233586, 44.161084, 0, 0, 1,  DoNothing()
17.282775, 49.401577, 0, 0, 1,  DoNothing()
15.938691, 46.588905, 0, 0, 1,  DoNothing()
18.578290, 53.417413, 0, 0, 1,  DoNothing()
16.149175, 58.756166, 0, 0, 1,  DoNothing()
17.501281, 59.315119, 0, 0, 1,  DoNothing()
17.373043, 48.190625, 0, 0, 1,  DoNothing()
16.394911, 52.607975, 0, 0, 1,  DoNothing()
18.149508, 51.649084, 0, 0, 1,  DoNothing()
18.361870, 58.348627, 0, 0, 1,  DoNothing()
17.943277, 53.460498, 0, 0, 1,  DoNothing()
17.593106, 49.265796, 0, 0, 1,  DoNothing()
18.290221, 57.101474, 0, 0, 1,  DoNothing()
20.290570, 43.419930, 0, 0, 1,  DoNothing()
19.355883, 48.453927, 0, 0, 1,  DoNothing()
16.049395, 49.856098, 0, 0, 1,  DoNothing()
20.222891, 43.671038, 0, 0, 1,  DoNothing()
17.934838, 47.777982, 0, 0, 1,  DoNothing()
18.737971, 45.701343, 0, 0, 1,  DoNothing()
17.387752, 42.221868, 0, 0, 1,  DoNothing()
18.630494, 52.872009, 0, 0, 1,  DoNothing()
16.225451, 53.817614, 0, 0, 1,  DoNothing()
17.424102, 42.024585, 0, 0, 1,  DoNothing()
18.112085, 54.694280, 0, 0, 1,  DoNothing()
19.167975, 55.777544, 0, 0, 1,  DoNothing()
15.462031, 45.523076, 0, 0, 1,  DoNothing()
15.778564, 59.573667, 0, 0, 1,  DoNothing()
18.943843, 50.959169, 0, 0, 1,  DoNothing()
22.180774, 48.860868, 0, 0, 1,  DoNothing()
17.487783, 42.122525, 0, 0, 1,  DoNothing()
17.020215, 53.331254, 0, 0, 1,  DoNothing()
20.441832, 48.565754, 0, 0, 1,  DoNothing()
18.815292, 45.196766, 0, 0, 1,  DoNothing()
15.951534, 41.283776, 0, 0, 1,  DoNothing()
16.524283, 46.790113, 0, 0, 1,  DoNothing()
21.429295, 57.728095, 0, 0, 1,  DoNothing()
22.575700, 50.740658, 0, 0, 1,  DoNothing()
20.294012, 45.306189, 0, 0, 1,  DoNothing()
17.474813, 50.829469, 0, 0, 1,  DoNothing()
18.707926, 43.651536, 0, 0, 1,  DoNothing()
17.512920, 48.853808, 0, 0, 1,  DoNothing()
16.860290, 42.366998, 0, 0, 1,  DoNothing()
16.314790, 49.272669, 0, 0, 1,  DoNothing()
17.219440, 50.213927, 0, 0, 1,  DoNothing()
17.190046, 51.675289, 0, 0, 1,  DoNothing()
17.632151, 45.779060, 0, 0, 1,  DoNothing()
15.711688, 41.435710, 0, 0, 1,  DoNothing()
21.192200, 43.751530, 0, 0, 1,  DoNothing()
14.487762, 58.790771, 0, 0, 1,  DoNothing()
15.951154, 49.655201, 0, 0, 1,  DoNothing()
14.703974, 44.609737, 0, 0, 1,  DoNothing()
19.408923, 43.147557, 0, 0, 1,  DoNothing()
17.583713, 48.848450, 0, 0, 1,  DoNothing()
17.176191, 53.479606, 0, 0, 1,  DoNothing()
20.913494, 51.886610, 0, 0, 1,  DoNothing()
21.428416, 49.078835, 0, 1, 1,  DoNothing()
15.791479, 56.044777, 0, 1, 1,  DoNothing()
18.064397, 48.524506, 0, 1, 1,  DoNothing()
21.207748, 52.315784, 0, 1, 1,  DoNothing()
22.019290, 46.004354, 0, 1, 1,  DoNothing()
15.661033, 51.185771, 0, 1, 1,  DoNothing()
16.858097, 56.063721, 0, 1, 1,  DoNothing()
18.589024, 54.718427, 0, 1, 1,  DoNothing()
16.440634, 48.366943, 0, 1, 1,  DoNothing()
19.162987, 41.057615, 0, 1, 1,  DoNothing()
16.642015, 49.932317, 0, 1, 1,  DoNothing()
19.991935, 40.031644, 0, 1, 1,  DoNothing()
17.315284, 43.268286, 0, 1, 1,  DoNothing()
17.596785, 49.977395, 0, 1, 1,  DoNothing()
19.824602, 51.873295, 0, 1, 1,  DoNothing()
17.761038, 56.184214, 0, 1, 1,  DoNothing()
17.972533, 52.131021, 0, 1, 1,  DoNothing()
